1,WordNet,https://drive.google.com/uc?authuser=0&id=0B8ENyWhpePB8REVrM3QzSUE0MXc&export=download
2,FreeDict-Bre-to-Fra,https://drive.google.com/uc?authuser=0&id=0B8ENyWhpePB8R29kSlJGRFFCTU0&export=download
3,C++Reference,https://drive.google.com/uc?authuser=0&id=1ofGtwbGuVZInmVOgWQ4Co1_f1JCeiLv4&export=download
4,Wikihow,https://drive.google.com/uc?authuser=0&id=1_5or4XpGgbXhBsZM8roppEKaX2WfLuec&export=download
5,WikiVoyage-English,https://drive.google.com/uc?authuser=0&id=0B8ENyWhpePB8Vkp4VE1EbHc0TzA&export=download
6,Wikiquote-English,https://drive.google.com/uc?authuser=0&id=0B8ENyWhpePB8VjdMZHNFN29wS2s&export=download
7,FreeDict-Spanish-to-English,https://drive.google.com/uc?authuser=0&id=0B8ENyWhpePB8Sld6UGtzdnNac0k&export=download
8,FreeDict-English-to-Spanish,https://drive.google.com/uc?authuser=0&id=0B8ENyWhpePB8YkFsMVNMT2YxblE&export=download
